"","from","to","edgebetweenness"
"9521","MorIden_9","IM_2",0
"9522","MorIden_9","IM_3",0
"9523","MorIden_9","IM_4",0
"9524","MorIden_9","IM_5",0
"9525","MorIden_9","IM_6",0
"9526","MorIden_9","IM_7",0
"9527","MorIden_9","IM_8",0
"9528","selfclarity_6","moral_ALT_rt_val",0
"9529","MorIden_9","IM_9",0
"9530","MorIden_9","IM_10",0
"9531","MorIden_9","IM_11",0
"9532","MorIden_9","IM_12",0
"9533","MorIden_9","IM_13",0
"9534","MorIden_9","IM_14",0
"9535","MorIden_9","IM_15",0
"9536","MorIden_9","IM_16",0
"9537","MorIden_9","IM_17",0
"9538","MorIden_9","IM_18",0
"9539","selfclarity_6","ability_ALT_rt_ref",0
"9540","MorIden_9","IM_19",0
"9541","MorIden_9","IM_20",0
"9542","MorIden_9","Ability",0
"9543","MorIden_9","Physical",0
"9544","MorIden_9","Material",0
"9545","MorIden_9","Social",0
"9546","MorIden_9","Moral",0
"9547","MorIden_9","SES2",0
"9548","MorIden_9","SES1",0
"9549","MorIden_9","ability_IAT",0
"9550","selfclarity_6","moral_ALT_rt_ref",0
"9551","MorIden_9","moral_IAT",0
"9552","MorIden_9","ability_ALT_rt_val",0
"9553","MorIden_9","moral_ALT_rt_val",0
"9554","MorIden_9","ability_ALT_rt_ref",0
"9555","MorIden_9","moral_ALT_rt_ref",0
"9556","MorIden_9","ability_SRET_EW",0
"9557","MorIden_9","moral_SRET_EW",0
"9558","MorIden_9","ability_ALT_d_val",0
"9559","MorIden_9","moral_ALT_d_val",0
"9560","MorIden_9","ability_ALT_d_ref",0
"9561","selfclarity_6","ability_SRET_EW",0
"9562","MorIden_9","moral_ALT_d_ref",0
"9564","MorIden_10","moralSeImag_2",0
"9565","MorIden_10","moralSeImag_3",0
"9566","MorIden_10","moralSeImag_4",0
"9567","MorIden_10","moralSeImag_5",0
"9568","MorIden_10","moralSeImag_6",0
"9569","MorIden_10","moralSeImag_7",0
"9570","MorIden_10","moralSeImag_8",0
"9571","MorIden_10","moralSeImag_9",0
"9572","selfclarity_6","moral_SRET_EW",0
"9573","MorIden_10","sde_1",0
"9574","MorIden_10","sde_2",0
"9575","MorIden_10","sde_3",0
"9576","MorIden_10","sde_4",0
"9577","MorIden_10","sde_5",0
"9578","MorIden_10","sde_6",0
"9579","MorIden_10","sde_7",0
"9580","MorIden_10","sde_8",0
"9581","MorIden_10","sde_9",0
"9582","MorIden_10","sde_10",0
"9583","selfclarity_1","moralSeImag_7",0
"9584","selfclarity_6","ability_ALT_d_val",0
"9585","MorIden_10","sde_11",0
"9586","MorIden_10","sde_12",0
"9587","MorIden_10","sde_13",0
"9588","MorIden_10","sde_14",0
"9589","MorIden_10","sde_15",0
"9590","MorIden_10","sde_16",0
"9591","MorIden_10","sde_17",0
"9592","MorIden_10","sde_18",0
"9593","MorIden_10","sde_19",0
"9594","MorIden_10","sde_20",0
"9595","selfclarity_6","moral_ALT_d_val",0
"9596","MorIden_10","IM_1",0
"9597","MorIden_10","IM_2",0
"9598","MorIden_10","IM_3",0
"9599","MorIden_10","IM_4",0
"9600","MorIden_10","IM_5",0
"9601","MorIden_10","IM_6",0
"9602","MorIden_10","IM_7",0
"9603","MorIden_10","IM_8",0
"9604","MorIden_10","IM_9",0
"9605","MorIden_10","IM_10",0
"9606","selfclarity_6","ability_ALT_d_ref",0
"9607","MorIden_10","IM_11",0
"9608","MorIden_10","IM_12",0
"9609","MorIden_10","IM_13",0
"9610","MorIden_10","IM_14",0
"9611","MorIden_10","IM_15",0
"9612","MorIden_10","IM_16",0
"9613","MorIden_10","IM_17",0
"9614","MorIden_10","IM_18",0
"9615","MorIden_10","IM_19",0
"9616","MorIden_10","IM_20",0
"9617","selfclarity_6","moral_ALT_d_ref",0
"9618","MorIden_10","Ability",0
"9619","MorIden_10","Physical",0
"9620","MorIden_10","Material",0
"9621","MorIden_10","Social",0
"9622","MorIden_10","Moral",0
"9623","MorIden_10","SES2",0
"9624","MorIden_10","SES1",0
"9625","MorIden_10","ability_IAT",0
"9626","MorIden_10","moral_IAT",0
"9627","MorIden_10","ability_ALT_rt_val",0
"9628","selfclarity_7","selfclarity_8",0
"9629","MorIden_10","moral_ALT_rt_val",0
"9630","MorIden_10","ability_ALT_rt_ref",0
"9631","MorIden_10","moral_ALT_rt_ref",0
"9632","MorIden_10","ability_SRET_EW",0
"9633","MorIden_10","moral_SRET_EW",0
"9634","MorIden_10","ability_ALT_d_val",0
"9635","MorIden_10","moral_ALT_d_val",0
"9636","MorIden_10","ability_ALT_d_ref",0
"9637","MorIden_10","moral_ALT_d_ref",0
"9640","moralSeImag_1","moralSeImag_3",0
"9643","moralSeImag_1","moralSeImag_6",0
"9645","moralSeImag_1","moralSeImag_8",0
"9646","moralSeImag_1","moralSeImag_9",0
"9647","moralSeImag_1","sde_1",0
"9648","moralSeImag_1","sde_2",0
"9649","moralSeImag_1","sde_3",0
"9651","moralSeImag_1","sde_4",0
"9652","moralSeImag_1","sde_5",0
"9653","moralSeImag_1","sde_6",0
"9654","moralSeImag_1","sde_7",0
"9655","moralSeImag_1","sde_8",0
"9656","moralSeImag_1","sde_9",0
"9657","moralSeImag_1","sde_10",0
"9658","moralSeImag_1","sde_11",0
"9659","moralSeImag_1","sde_12",0
"9660","moralSeImag_1","sde_13",0
"9661","selfclarity_7","selfclarity_11",0
"9662","moralSeImag_1","sde_14",0
"9663","moralSeImag_1","sde_15",0
"9664","moralSeImag_1","sde_16",0
"9665","moralSeImag_1","sde_17",0
"9666","moralSeImag_1","sde_18",0
"9667","moralSeImag_1","sde_19",0
"9668","moralSeImag_1","sde_20",0
"9669","moralSeImag_1","IM_1",0
"9671","moralSeImag_1","IM_3",0
"9672","selfclarity_7","selfclarity_12",0
"9673","moralSeImag_1","IM_4",0
"9674","moralSeImag_1","IM_5",0
"9675","moralSeImag_1","IM_6",0
"9676","moralSeImag_1","IM_7",0
"9677","moralSeImag_1","IM_8",0
"9678","moralSeImag_1","IM_9",0
"9679","moralSeImag_1","IM_10",0
"9680","moralSeImag_1","IM_11",0
"9681","moralSeImag_1","IM_12",0
"9682","moralSeImag_1","IM_13",0
"9683","selfclarity_7","LOT_1",0
"9684","moralSeImag_1","IM_14",0
"9686","moralSeImag_1","IM_16",0
"9687","moralSeImag_1","IM_17",0
"9688","moralSeImag_1","IM_18",0
"9689","moralSeImag_1","IM_19",0
"9690","moralSeImag_1","IM_20",0
"9691","moralSeImag_1","Ability",0
"9692","moralSeImag_1","Physical",0
"9693","moralSeImag_1","Material",0
"9694","selfclarity_1","moralSeImag_8",0
"9696","moralSeImag_1","Social",0
"9697","moralSeImag_1","Moral",0
"9698","moralSeImag_1","SES2",0
"9699","moralSeImag_1","SES1",0
"9700","moralSeImag_1","ability_IAT",0
"9701","moralSeImag_1","moral_IAT",0
"9702","moralSeImag_1","ability_ALT_rt_val",0
"9703","moralSeImag_1","moral_ALT_rt_val",0
"9704","moralSeImag_1","ability_ALT_rt_ref",0
"9705","moralSeImag_1","moral_ALT_rt_ref",0
"9706","selfclarity_7","LOT_3",0
"9707","moralSeImag_1","ability_SRET_EW",0
"9708","moralSeImag_1","moral_SRET_EW",0
"9709","moralSeImag_1","ability_ALT_d_val",0
"9710","moralSeImag_1","moral_ALT_d_val",0
"9711","moralSeImag_1","ability_ALT_d_ref",0
"9712","moralSeImag_1","moral_ALT_d_ref",0
"9713","moralSeImag_2","moralSeImag_3",0
"9715","moralSeImag_2","moralSeImag_5",0
"9716","moralSeImag_2","moralSeImag_6",0
"9717","selfclarity_7","LOT_4",0
"9719","moralSeImag_2","moralSeImag_8",0
"9721","moralSeImag_2","sde_1",0
"9722","moralSeImag_2","sde_2",0
"9723","moralSeImag_2","sde_3",0
"9724","moralSeImag_2","sde_4",0
"9725","moralSeImag_2","sde_5",0
"9726","moralSeImag_2","sde_6",0
"9727","moralSeImag_2","sde_7",0
"9728","selfclarity_7","LOT_5",0
"9729","moralSeImag_2","sde_8",0
"9730","moralSeImag_2","sde_9",0
"9731","moralSeImag_2","sde_10",0
"9732","moralSeImag_2","sde_11",0
"9733","moralSeImag_2","sde_12",0
"9734","moralSeImag_2","sde_13",0
"9735","moralSeImag_2","sde_14",0
"9736","moralSeImag_2","sde_15",0
"9737","moralSeImag_2","sde_16",0
"9738","moralSeImag_2","sde_17",0
"9739","selfclarity_7","LOT_6",0
"9740","moralSeImag_2","sde_18",0
"9741","moralSeImag_2","sde_19",0
"9742","moralSeImag_2","sde_20",0
"9743","moralSeImag_2","IM_1",0
"9744","moralSeImag_2","IM_2",0
"9745","moralSeImag_2","IM_3",0
"9746","moralSeImag_2","IM_4",0
"9747","moralSeImag_2","IM_5",0
"9748","moralSeImag_2","IM_6",0
"9749","moralSeImag_2","IM_7",0
"9750","selfclarity_7","IPC_1",0
"9751","moralSeImag_2","IM_8",0
"9752","moralSeImag_2","IM_9",0
"9753","moralSeImag_2","IM_10",0
"9754","moralSeImag_2","IM_11",0
"9755","moralSeImag_2","IM_12",0
"9756","moralSeImag_2","IM_13",0
"9757","moralSeImag_2","IM_14",0
"9758","moralSeImag_2","IM_15",0
"9759","moralSeImag_2","IM_16",0
"9760","moralSeImag_2","IM_17",0
"9761","selfclarity_7","IPC_2",0
"9762","moralSeImag_2","IM_18",0
"9763","moralSeImag_2","IM_19",0
"9764","moralSeImag_2","IM_20",0
"9765","moralSeImag_2","Ability",0
"9766","moralSeImag_2","Physical",0
"9767","moralSeImag_2","Material",0
"9768","moralSeImag_2","Social",0
"9769","moralSeImag_2","Moral",0
"9770","moralSeImag_2","SES2",0
"9771","moralSeImag_2","SES1",0
"9772","selfclarity_7","IPC_3",0
"9773","moralSeImag_2","ability_IAT",0
"9774","moralSeImag_2","moral_IAT",0
"9775","moralSeImag_2","ability_ALT_rt_val",0
"9776","moralSeImag_2","moral_ALT_rt_val",0
"9777","moralSeImag_2","ability_ALT_rt_ref",0
"9779","moralSeImag_2","ability_SRET_EW",0
"9780","moralSeImag_2","moral_SRET_EW",0
"9781","moralSeImag_2","ability_ALT_d_val",0
"9782","moralSeImag_2","moral_ALT_d_val",0
"9783","selfclarity_7","IPC_4",0
"9784","moralSeImag_2","ability_ALT_d_ref",0
"9785","moralSeImag_2","moral_ALT_d_ref",0
"9786","moralSeImag_3","moralSeImag_4",0
"9789","moralSeImag_3","moralSeImag_7",0
"9792","moralSeImag_3","sde_1",0
"9793","moralSeImag_3","sde_2",0
"9794","selfclarity_7","IPC_5",0
"9795","moralSeImag_3","sde_3",0
"9796","moralSeImag_3","sde_4",0
"9797","moralSeImag_3","sde_5",0
"9798","moralSeImag_3","sde_6",0
"9799","moralSeImag_3","sde_7",0
"9800","moralSeImag_3","sde_8",0
"9801","moralSeImag_3","sde_9",0
"9802","moralSeImag_3","sde_10",0
"9803","moralSeImag_3","sde_11",0
"9804","moralSeImag_3","sde_12",0
"9805","selfclarity_1","moralSeImag_9",0
"9806","selfclarity_7","IPC_6",0
"9807","moralSeImag_3","sde_13",0
"9808","moralSeImag_3","sde_14",0
"9809","moralSeImag_3","sde_15",0
"9810","moralSeImag_3","sde_16",0
"9811","moralSeImag_3","sde_17",0
"9812","moralSeImag_3","sde_18",0
"9813","moralSeImag_3","sde_19",0
"9814","moralSeImag_3","sde_20",0
"9815","moralSeImag_3","IM_1",0
"9816","moralSeImag_3","IM_2",0
"9817","selfclarity_7","IPC_7",0
"9818","moralSeImag_3","IM_3",0
"9819","moralSeImag_3","IM_4",0
"9820","moralSeImag_3","IM_5",0
"9821","moralSeImag_3","IM_6",0
"9822","moralSeImag_3","IM_7",0
"9823","moralSeImag_3","IM_8",0
"9824","moralSeImag_3","IM_9",0
"9825","moralSeImag_3","IM_10",0
"9826","moralSeImag_3","IM_11",0
"9827","moralSeImag_3","IM_12",0
"9828","selfclarity_7","IPC_8",0
"9829","moralSeImag_3","IM_13",0
"9830","moralSeImag_3","IM_14",0
"9831","moralSeImag_3","IM_15",0
"9832","moralSeImag_3","IM_16",0
"9833","moralSeImag_3","IM_17",0
"9834","moralSeImag_3","IM_18",0
"9835","moralSeImag_3","IM_19",0
"9836","moralSeImag_3","IM_20",0
"9837","moralSeImag_3","Ability",0
"9838","moralSeImag_3","Physical",0
"9839","selfclarity_7","ses_1",0
"9840","moralSeImag_3","Material",0
"9841","moralSeImag_3","Social",0
"9843","moralSeImag_3","SES2",0
"9844","moralSeImag_3","SES1",0
"9845","moralSeImag_3","ability_IAT",0
"9846","moralSeImag_3","moral_IAT",0
"9847","moralSeImag_3","ability_ALT_rt_val",0
"9848","moralSeImag_3","moral_ALT_rt_val",0
"9849","moralSeImag_3","ability_ALT_rt_ref",0
"9850","selfclarity_7","ses_2",0
"9851","moralSeImag_3","moral_ALT_rt_ref",0
"9853","moralSeImag_3","moral_SRET_EW",0
"9854","moralSeImag_3","ability_ALT_d_val",0
"9855","moralSeImag_3","moral_ALT_d_val",0
"9856","moralSeImag_3","ability_ALT_d_ref",0
"9857","moralSeImag_3","moral_ALT_d_ref",0
"9858","moralSeImag_4","moralSeImag_5",0
"9861","selfclarity_7","ses_3",0
"9862","moralSeImag_4","moralSeImag_8",0
"9864","moralSeImag_4","sde_1",0
"9865","moralSeImag_4","sde_2",0
"9866","moralSeImag_4","sde_3",0
"9867","moralSeImag_4","sde_4",0
"9868","moralSeImag_4","sde_5",0
"9869","moralSeImag_4","sde_6",0
"9870","moralSeImag_4","sde_7",0
"9871","moralSeImag_4","sde_8",0
"9872","selfclarity_7","ses_4",0
"9873","moralSeImag_4","sde_9",0
"9874","moralSeImag_4","sde_10",0
"9875","moralSeImag_4","sde_11",0
"9876","moralSeImag_4","sde_12",0
"9877","moralSeImag_4","sde_13",0
"9878","moralSeImag_4","sde_14",0
"9879","moralSeImag_4","sde_15",0
"9880","moralSeImag_4","sde_16",0
"9881","moralSeImag_4","sde_17",0
"9882","moralSeImag_4","sde_18",0
"9883","selfclarity_7","ses_5",0
"9884","moralSeImag_4","sde_19",0
"9885","moralSeImag_4","sde_20",0
"9886","moralSeImag_4","IM_1",0
"9887","moralSeImag_4","IM_2",0
"9888","moralSeImag_4","IM_3",0
"9889","moralSeImag_4","IM_4",0
"9890","moralSeImag_4","IM_5",0
"9891","moralSeImag_4","IM_6",0
"9892","moralSeImag_4","IM_7",0
"9893","moralSeImag_4","IM_8",0
"9894","selfclarity_7","ses_6",0
"9895","moralSeImag_4","IM_9",0
"9896","moralSeImag_4","IM_10",0
"9897","moralSeImag_4","IM_11",0
"9898","moralSeImag_4","IM_12",0
"9899","moralSeImag_4","IM_13",0
"9900","moralSeImag_4","IM_14",0
"9901","moralSeImag_4","IM_15",0
"9902","moralSeImag_4","IM_16",0
"9903","moralSeImag_4","IM_17",0
"9904","moralSeImag_4","IM_18",0
"9905","selfclarity_7","ses_7",0
"9906","moralSeImag_4","IM_19",0
"9907","moralSeImag_4","IM_20",0
"9908","moralSeImag_4","Ability",0
"9909","moralSeImag_4","Physical",0
"9910","moralSeImag_4","Material",0
"9911","moralSeImag_4","Social",0
"9912","moralSeImag_4","Moral",0
"9913","moralSeImag_4","SES2",0
"9914","moralSeImag_4","SES1",0
"9915","moralSeImag_4","ability_IAT",0
"9916","selfclarity_1","selfclarity_10",0
"9917","selfclarity_1","sde_1",0
"9918","selfclarity_7","ses_8",0
"9919","moralSeImag_4","moral_IAT",0
"9920","moralSeImag_4","ability_ALT_rt_val",0
"9921","moralSeImag_4","moral_ALT_rt_val",0
"9922","moralSeImag_4","ability_ALT_rt_ref",0
"9923","moralSeImag_4","moral_ALT_rt_ref",0
"9924","moralSeImag_4","ability_SRET_EW",0
"9925","moralSeImag_4","moral_SRET_EW",0
"9926","moralSeImag_4","ability_ALT_d_val",0
"9927","moralSeImag_4","moral_ALT_d_val",0
"9928","moralSeImag_4","ability_ALT_d_ref",0
"9929","selfclarity_7","ses_9",0
"9930","moralSeImag_4","moral_ALT_d_ref",0
"9933","moralSeImag_5","moralSeImag_8",0
"9934","moralSeImag_5","moralSeImag_9",0
"9935","moralSeImag_5","sde_1",0
"9936","moralSeImag_5","sde_2",0
"9937","moralSeImag_5","sde_3",0
"9938","moralSeImag_5","sde_4",0
"9939","moralSeImag_5","sde_5",0
"9940","selfclarity_7","ses_10",0
"9941","moralSeImag_5","sde_6",0
"9942","moralSeImag_5","sde_7",0
"9943","moralSeImag_5","sde_8",0
"9944","moralSeImag_5","sde_9",0
"9945","moralSeImag_5","sde_10",0
"9946","moralSeImag_5","sde_11",0
"9947","moralSeImag_5","sde_12",0
"9948","moralSeImag_5","sde_13",0
"9949","moralSeImag_5","sde_14",0
"9950","moralSeImag_5","sde_15",0
"9951","selfclarity_7","coreself_1",0
"9953","moralSeImag_5","sde_17",0
"9954","moralSeImag_5","sde_18",0
"9955","moralSeImag_5","sde_19",0
"9956","moralSeImag_5","sde_20",0
"9957","moralSeImag_5","IM_1",0
"9959","moralSeImag_5","IM_3",0
"9960","moralSeImag_5","IM_4",0
"9961","moralSeImag_5","IM_5",0
"9962","selfclarity_7","coreself_2",0
"9963","moralSeImag_5","IM_6",0
"9964","moralSeImag_5","IM_7",0
"9965","moralSeImag_5","IM_8",0
"9966","moralSeImag_5","IM_9",0
"9967","moralSeImag_5","IM_10",0
"9969","moralSeImag_5","IM_12",0
"9970","moralSeImag_5","IM_13",0
"9971","moralSeImag_5","IM_14",0
"9972","moralSeImag_5","IM_15",0
"9973","selfclarity_7","coreself_3",0
"9974","moralSeImag_5","IM_16",0
"9975","moralSeImag_5","IM_17",0
"9976","moralSeImag_5","IM_18",0
"9977","moralSeImag_5","IM_19",0
"9978","moralSeImag_5","IM_20",0
"9979","moralSeImag_5","Ability",0
"9980","moralSeImag_5","Physical",0
"9982","moralSeImag_5","Social",0
"9983","moralSeImag_5","Moral",0
"9984","selfclarity_7","coreself_4",0
"9985","moralSeImag_5","SES2",0
"9986","moralSeImag_5","SES1",0
"9987","moralSeImag_5","ability_IAT",0
"9988","moralSeImag_5","moral_IAT",0
"9989","moralSeImag_5","ability_ALT_rt_val",0
"9990","moralSeImag_5","moral_ALT_rt_val",0
"9991","moralSeImag_5","ability_ALT_rt_ref",0
"9992","moralSeImag_5","moral_ALT_rt_ref",0
"9993","moralSeImag_5","ability_SRET_EW",0
"9994","moralSeImag_5","moral_SRET_EW",0
"9995","selfclarity_7","coreself_5",0
"9996","moralSeImag_5","ability_ALT_d_val",0
"9997","moralSeImag_5","moral_ALT_d_val",0
"9998","moralSeImag_5","ability_ALT_d_ref",0
"9999","moralSeImag_5","moral_ALT_d_ref",0
"10000","moralSeImag_6","moralSeImag_7",0
"10001","moralSeImag_6","moralSeImag_8",0
"10002","moralSeImag_6","moralSeImag_9",0
"10003","moralSeImag_6","sde_1",0
"10005","moralSeImag_6","sde_3",0
"10006","selfclarity_7","coreself_6",0
"10008","moralSeImag_6","sde_5",0
"10009","moralSeImag_6","sde_6",0
"10010","moralSeImag_6","sde_7",0
"10012","moralSeImag_6","sde_9",0
"10013","moralSeImag_6","sde_10",0
"10014","moralSeImag_6","sde_11",0
"10015","moralSeImag_6","sde_12",0
"10016","moralSeImag_6","sde_13",0
"10017","selfclarity_7","coreself_7",0
"10018","moralSeImag_6","sde_14",0
"10019","moralSeImag_6","sde_15",0
"10020","moralSeImag_6","sde_16",0
"10021","moralSeImag_6","sde_17",0
"10022","moralSeImag_6","sde_18",0
"10023","moralSeImag_6","sde_19",0
"10024","moralSeImag_6","sde_20",0
"10025","moralSeImag_6","IM_1",0
"10026","moralSeImag_6","IM_2",0
"10027","moralSeImag_6","IM_3",0
"10028","selfclarity_1","sde_2",0
"10029","selfclarity_7","coreself_8",0
"10030","moralSeImag_6","IM_4",0
"10031","moralSeImag_6","IM_5",0
"10032","moralSeImag_6","IM_6",0
"10033","moralSeImag_6","IM_7",0
"10034","moralSeImag_6","IM_8",0
"10035","moralSeImag_6","IM_9",0
"10036","moralSeImag_6","IM_10",0
"10037","moralSeImag_6","IM_11",0
"10038","moralSeImag_6","IM_12",0
"10039","moralSeImag_6","IM_13",0
"10040","selfclarity_7","coreself_9",0
"10041","moralSeImag_6","IM_14",0
"10042","moralSeImag_6","IM_15",0
"10043","moralSeImag_6","IM_16",0
"10044","moralSeImag_6","IM_17",0
"10045","moralSeImag_6","IM_18",0
"10046","moralSeImag_6","IM_19",0
"10047","moralSeImag_6","IM_20",0
"10048","moralSeImag_6","Ability",0
"10049","moralSeImag_6","Physical",0
"10051","selfclarity_7","coreself_10",0
"10052","moralSeImag_6","Social",0
"10053","moralSeImag_6","Moral",0
"10054","moralSeImag_6","SES2",0
"10055","moralSeImag_6","SES1",0
"10056","moralSeImag_6","ability_IAT",0
"10057","moralSeImag_6","moral_IAT",0
"10058","moralSeImag_6","ability_ALT_rt_val",0
"10059","moralSeImag_6","moral_ALT_rt_val",0
"10061","moralSeImag_6","moral_ALT_rt_ref",0
"10062","selfclarity_7","NPI1",0
"10063","moralSeImag_6","ability_SRET_EW",0
"10064","moralSeImag_6","moral_SRET_EW",0
"10065","moralSeImag_6","ability_ALT_d_val",0
"10066","moralSeImag_6","moral_ALT_d_val",0
"10067","moralSeImag_6","ability_ALT_d_ref",0
"10068","moralSeImag_6","moral_ALT_d_ref",0
"10070","moralSeImag_7","moralSeImag_9",0
"10071","moralSeImag_7","sde_1",0
"10072","moralSeImag_7","sde_2",0
"10073","selfclarity_7","NPI2",0
"10074","moralSeImag_7","sde_3",0
"10075","moralSeImag_7","sde_4",0
"10076","moralSeImag_7","sde_5",0
"10077","moralSeImag_7","sde_6",0
"10078","moralSeImag_7","sde_7",0
"10079","moralSeImag_7","sde_8",0
"10080","moralSeImag_7","sde_9",0
"10081","moralSeImag_7","sde_10",0
"10082","moralSeImag_7","sde_11",0
"10083","moralSeImag_7","sde_12",0
"10084","selfclarity_7","NPI3",0
"10085","moralSeImag_7","sde_13",0
"10086","moralSeImag_7","sde_14",0
"10087","moralSeImag_7","sde_15",0
"10089","moralSeImag_7","sde_17",0
"10090","moralSeImag_7","sde_18",0
"10091","moralSeImag_7","sde_19",0
"10092","moralSeImag_7","sde_20",0
"10093","moralSeImag_7","IM_1",0
"10094","moralSeImag_7","IM_2",0
"10095","selfclarity_7","NPI4",0
"10096","moralSeImag_7","IM_3",0
"10097","moralSeImag_7","IM_4",0
"10098","moralSeImag_7","IM_5",0
"10099","moralSeImag_7","IM_6",0
"10100","moralSeImag_7","IM_7",0
"10101","moralSeImag_7","IM_8",0
"10102","moralSeImag_7","IM_9",0
"10103","moralSeImag_7","IM_10",0
"10104","moralSeImag_7","IM_11",0
"10105","moralSeImag_7","IM_12",0
"10106","selfclarity_7","NPI5",0
"10107","moralSeImag_7","IM_13",0
"10108","moralSeImag_7","IM_14",0
"10109","moralSeImag_7","IM_15",0
"10110","moralSeImag_7","IM_16",0
"10111","moralSeImag_7","IM_17",0
"10112","moralSeImag_7","IM_18",0
"10113","moralSeImag_7","IM_19",0
"10114","moralSeImag_7","IM_20",0
"10115","moralSeImag_7","Ability",0
"10116","moralSeImag_7","Physical",0
"10117","selfclarity_7","NPI6",0
"10118","moralSeImag_7","Material",0
"10119","moralSeImag_7","Social",0
"10120","moralSeImag_7","Moral",0
"10121","moralSeImag_7","SES2",0
"10122","moralSeImag_7","SES1",0
"10123","moralSeImag_7","ability_IAT",0
"10124","moralSeImag_7","moral_IAT",0
"10125","moralSeImag_7","ability_ALT_rt_val",0
"10126","moralSeImag_7","moral_ALT_rt_val",0
"10127","moralSeImag_7","ability_ALT_rt_ref",0
"10128","selfclarity_7","NPI7",0
"10129","moralSeImag_7","moral_ALT_rt_ref",0
"10130","moralSeImag_7","ability_SRET_EW",0
"10131","moralSeImag_7","moral_SRET_EW",0
"10132","moralSeImag_7","ability_ALT_d_val",0
"10133","moralSeImag_7","moral_ALT_d_val",0
"10134","moralSeImag_7","ability_ALT_d_ref",0
"10135","moralSeImag_7","moral_ALT_d_ref",0
"10137","moralSeImag_8","sde_1",0
"10138","moralSeImag_8","sde_2",0
"10139","selfclarity_1","sde_3",0
"10140","selfclarity_7","NPI8",0
"10141","moralSeImag_8","sde_3",0
"10142","moralSeImag_8","sde_4",0
"10143","moralSeImag_8","sde_5",0
"10144","moralSeImag_8","sde_6",0
"10145","moralSeImag_8","sde_7",0
"10146","moralSeImag_8","sde_8",0
"10147","moralSeImag_8","sde_9",0
"10148","moralSeImag_8","sde_10",0
"10149","moralSeImag_8","sde_11",0
"10150","moralSeImag_8","sde_12",0
"10151","selfclarity_7","NPI9",0
"10152","moralSeImag_8","sde_13",0
"10153","moralSeImag_8","sde_14",0
"10154","moralSeImag_8","sde_15",0
"10156","moralSeImag_8","sde_17",0
"10157","moralSeImag_8","sde_18",0
"10158","moralSeImag_8","sde_19",0
"10159","moralSeImag_8","sde_20",0
"10161","moralSeImag_8","IM_2",0
"10162","selfclarity_7","NPI10",0
"10163","moralSeImag_8","IM_3",0
"10164","moralSeImag_8","IM_4",0
"10165","moralSeImag_8","IM_5",0
"10166","moralSeImag_8","IM_6",0
"10167","moralSeImag_8","IM_7",0
"10168","moralSeImag_8","IM_8",0
"10169","moralSeImag_8","IM_9",0
"10170","moralSeImag_8","IM_10",0
"10171","moralSeImag_8","IM_11",0
"10172","moralSeImag_8","IM_12",0
"10173","selfclarity_7","NPI11",0
"10174","moralSeImag_8","IM_13",0
"10175","moralSeImag_8","IM_14",0
"10176","moralSeImag_8","IM_15",0
"10177","moralSeImag_8","IM_16",0
"10178","moralSeImag_8","IM_17",0
"10179","moralSeImag_8","IM_18",0
"10180","moralSeImag_8","IM_19",0
"10181","moralSeImag_8","IM_20",0
"10182","moralSeImag_8","Ability",0
"10183","moralSeImag_8","Physical",0
"10184","selfclarity_7","NPI12",0
"10185","moralSeImag_8","Material",0
"10186","moralSeImag_8","Social",0
"10187","moralSeImag_8","Moral",0
"10188","moralSeImag_8","SES2",0
"10189","moralSeImag_8","SES1",0
"10190","moralSeImag_8","ability_IAT",0
"10191","moralSeImag_8","moral_IAT",0
"10192","moralSeImag_8","ability_ALT_rt_val",0
"10193","moralSeImag_8","moral_ALT_rt_val",0
"10194","moralSeImag_8","ability_ALT_rt_ref",0
"10195","selfclarity_7","NPI13",0
"10196","moralSeImag_8","moral_ALT_rt_ref",0
"10197","moralSeImag_8","ability_SRET_EW",0
"10198","moralSeImag_8","moral_SRET_EW",0
"10199","moralSeImag_8","ability_ALT_d_val",0
"10200","moralSeImag_8","moral_ALT_d_val",0
"10201","moralSeImag_8","ability_ALT_d_ref",0
"10202","moralSeImag_8","moral_ALT_d_ref",0
"10203","moralSeImag_9","sde_1",0
"10204","moralSeImag_9","sde_2",0
"10205","moralSeImag_9","sde_3",0
"10206","selfclarity_7","NPI14",0
"10207","moralSeImag_9","sde_4",0
"10208","moralSeImag_9","sde_5",0
"10209","moralSeImag_9","sde_6",0
"10210","moralSeImag_9","sde_7",0
"10211","moralSeImag_9","sde_8",0
"10212","moralSeImag_9","sde_9",0
"10213","moralSeImag_9","sde_10",0
"10214","moralSeImag_9","sde_11",0
"10215","moralSeImag_9","sde_12",0
"10216","moralSeImag_9","sde_13",0
"10217","selfclarity_7","NPI15",0
"10218","moralSeImag_9","sde_14",0
"10219","moralSeImag_9","sde_15",0
"10220","moralSeImag_9","sde_16",0
"10221","moralSeImag_9","sde_17",0
"10222","moralSeImag_9","sde_18",0
"10223","moralSeImag_9","sde_19",0
"10224","moralSeImag_9","sde_20",0
"10225","moralSeImag_9","IM_1",0
"10226","moralSeImag_9","IM_2",0
"10227","moralSeImag_9","IM_3",0
"10228","selfclarity_7","hsns_1",0
"10229","moralSeImag_9","IM_4",0
"10230","moralSeImag_9","IM_5",0
"10231","moralSeImag_9","IM_6",0
